amount,check,category
325,13,Not Fraud
3022,3,Fraud
5591,19,Not Fraud
4231,9,Fraud
860,12,Not Fraud
1269,17,Fraud
4359,7,Not Fraud
6982,27,Fraud
1145,1,Not Fraud
4188,6,Fraud
1413,7,Not Fraud
3785,11,Fraud
2928,8,Not Fraud
4560,5,Fraud
2522,12,Not Fraud
4750,29,Fraud
215,8,Not Fraud
4162,4,Fraud
2058,1,Not Fraud
284,19,Fraud
597,16,Not Fraud
6159,27,Fraud
4656,19,Not Fraud
1696,12,Fraud
6379,29,Not Fraud
3758,4,Fraud
4479,3,Not Fraud
3322,21,Fraud
1016,26,Not Fraud
2991,10,Fraud
310,2,Not Fraud
3953,27,Fraud
910,30,Not Fraud
5440,1,Fraud
836,27,Not Fraud
3702,16,Fraud
5847,27,Not Fraud
3633,27,Fraud
6585,1,Not Fraud
292,26,Fraud
4440,3,Not Fraud
6454,30,Fraud
3339,24,Not Fraud
4519,4,Fraud
3783,1,Not Fraud
1083,10,Fraud
6179,14,Not Fraud
3859,8,Fraud
5262,21,Not Fraud
6173,28,Fraud
946,2,Not Fraud
4964,23,Fraud
5637,2,Not Fraud
2204,9,Fraud
4875,16,Not Fraud
5596,15,Fraud
2635,12,Not Fraud
4001,26,Fraud
4613,19,Not Fraud
3167,15,Fraud
1170,28,Not Fraud
871,5,Fraud
756,4,Not Fraud
2103,7,Fraud
438,5,Not Fraud
3643,5,Fraud
6530,14,Not Fraud
4901,16,Fraud
6366,27,Not Fraud
6624,8,Fraud
6815,3,Not Fraud
5288,26,Fraud
1217,12,Not Fraud
933,28,Fraud
3669,19,Not Fraud
3878,21,Fraud
3985,30,Not Fraud
4057,6,Fraud
1868,6,Not Fraud
3939,23,Fraud
298,14,Not Fraud
950,24,Fraud
1529,21,Not Fraud
2046,22,Fraud
3110,10,Not Fraud
3239,23,Fraud
1847,1,Not Fraud
885,8,Fraud
5085,7,Not Fraud
703,17,Fraud
5510,17,Not Fraud
6583,25,Fraud
4739,16,Not Fraud
4136,7,Fraud
1157,23,Not Fraud
2770,24,Fraud
2203,11,Not Fraud
4552,13,Fraud
4870,14,Not Fraud
275,25,Fraud
5901,23,Not Fraud
390,12,Fraud
6366,20,Not Fraud
2168,4,Fraud
6929,25,Not Fraud
2684,29,Fraud
2611,30,Not Fraud
5694,20,Fraud
502,20,Not Fraud
5711,12,Fraud
6916,1,Not Fraud
6769,2,Fraud
4947,20,Not Fraud
5032,22,Fraud
4641,19,Not Fraud
6143,6,Fraud
6675,14,Not Fraud
3144,3,Fraud
3477,22,Not Fraud
6243,28,Fraud
4658,21,Not Fraud
1018,24,Fraud
6417,21,Not Fraud
6276,23,Fraud
3270,9,Not Fraud
914,25,Fraud
1349,22,Not Fraud
6063,8,Fraud
5432,28,Not Fraud
3284,27,Fraud
1887,14,Not Fraud
3939,26,Fraud
1347,21,Not Fraud
2540,11,Fraud
4285,7,Not Fraud
2598,17,Fraud
1755,29,Not Fraud
1127,3,Fraud
919,18,Not Fraud
3515,11,Fraud
4191,6,Not Fraud
3016,30,Fraud
285,12,Not Fraud
6932,30,Fraud
2425,6,Not Fraud
6779,2,Fraud
2063,26,Not Fraud
6162,19,Fraud
4144,25,Not Fraud
5455,11,Fraud
614,22,Not Fraud
2580,7,Fraud
1902,16,Not Fraud
2628,2,Fraud
6457,29,Not Fraud
894,10,Fraud
4765,8,Not Fraud
5479,3,Fraud
425,18,Not Fraud
5828,21,Fraud
5702,1,Not Fraud
5449,19,Fraud
1039,3,Not Fraud
759,17,Fraud
2696,24,Not Fraud
1643,18,Fraud
6980,28,Not Fraud
4457,4,Fraud
2183,15,Not Fraud
2170,27,Fraud
251,9,Not Fraud
4697,27,Fraud
5851,23,Not Fraud
4061,30,Fraud
746,7,Not Fraud
5077,21,Fraud
4751,9,Not Fraud
5982,10,Fraud
5431,29,Not Fraud
1664,24,Fraud
2092,11,Not Fraud
5715,1,Fraud
516,12,Not Fraud
2801,16,Fraud
5895,20,Not Fraud
1981,1,Fraud
6771,5,Not Fraud
4559,24,Fraud
296,9,Not Fraud
1507,2,Fraud
888,28,Not Fraud
550,20,Fraud
4897,9,Not Fraud
2904,26,Fraud
2019,27,Not Fraud
5985,8,Fraud
5116,28,Not Fraud
4675,1,Fraud
6242,8,Not Fraud
1045,22,Fraud
1912,7,Not Fraud
1952,26,Fraud
4424,8,Not Fraud
1791,9,Fraud
6313,14,Not Fraud
1547,10,Fraud
6105,3,Not Fraud
2009,3,Fraud
2786,24,Not Fraud
1354,4,Fraud
2053,18,Not Fraud
5305,23,Fraud
3694,24,Not Fraud
6995,9,Fraud
2076,16,Not Fraud
1827,8,Fraud
2494,8,Not Fraud
1602,18,Fraud
6408,4,Not Fraud
5038,13,Fraud
1919,6,Not Fraud
1782,28,Fraud
5970,13,Not Fraud
1077,20,Fraud
428,18,Not Fraud
2345,6,Fraud
5559,25,Not Fraud
3785,16,Fraud
3171,8,Not Fraud
667,4,Fraud
2630,16,Not Fraud
5109,9,Fraud
5378,7,Not Fraud
2870,16,Fraud
4919,20,Not Fraud
2156,30,Fraud
953,21,Not Fraud
1879,5,Fraud
735,3,Not Fraud
6394,16,Fraud
6228,10,Not Fraud
2839,24,Fraud
4107,19,Not Fraud
3826,26,Fraud
4766,25,Not Fraud
5911,16,Fraud
2863,5,Not Fraud
634,18,Fraud
2551,11,Not Fraud
6131,10,Fraud
1108,5,Not Fraud
6477,4,Fraud
3650,23,Not Fraud
5672,3,Fraud
5850,3,Not Fraud
1865,10,Fraud
1788,26,Not Fraud
4075,16,Fraud
5740,17,Not Fraud
6254,4,Fraud
4629,18,Not Fraud
6451,11,Fraud
761,29,Not Fraud
1816,12,Fraud
480,15,Not Fraud
1830,16,Fraud
547,17,Not Fraud
1256,23,Fraud
821,29,Not Fraud
1586,1,Fraud
5367,6,Not Fraud
6709,17,Fraud
2907,4,Not Fraud
787,17,Fraud
1037,12,Not Fraud
2507,14,Fraud
887,28,Not Fraud
6545,3,Fraud
5645,18,Not Fraud
5603,7,Fraud
2138,21,Not Fraud
5770,9,Fraud
2673,4,Not Fraud
4324,4,Fraud
6904,11,Not Fraud
256,8,Fraud
1751,25,Not Fraud
6866,24,Fraud
1479,27,Not Fraud
6698,14,Fraud
2853,15,Not Fraud
2079,15,Fraud
2109,26,Not Fraud
1849,11,Fraud
5946,29,Not Fraud
2106,10,Fraud
919,14,Not Fraud
6868,17,Fraud
6727,25,Not Fraud
945,19,Fraud
3338,7,Not Fraud
1985,1,Fraud
4884,10,Not Fraud
2572,22,Fraud
3970,8,Not Fraud
1828,8,Fraud
2413,21,Not Fraud
1421,9,Fraud
5044,8,Not Fraud
1369,28,Fraud
4989,11,Not Fraud
3924,23,Fraud
1214,5,Not Fraud
2822,9,Fraud
2334,27,Not Fraud
5444,10,Fraud
1588,29,Not Fraud
3560,24,Fraud
6969,26,Not Fraud
6348,9,Fraud
6621,19,Not Fraud
3353,24,Fraud
6415,7,Not Fraud
3490,2,Fraud
6737,4,Not Fraud
3627,7,Fraud
3911,4,Not Fraud
5007,24,Fraud
1746,26,Not Fraud
6629,29,Fraud
4536,25,Not Fraud
5334,23,Fraud
5449,8,Not Fraud
4278,20,Fraud
5581,7,Not Fraud
6343,29,Fraud
6407,24,Not Fraud
6524,10,Fraud
2082,12,Not Fraud
386,19,Fraud
6929,28,Not Fraud
4744,26,Fraud
4384,14,Not Fraud
2681,29,Fraud
5336,15,Not Fraud
1884,13,Fraud
6533,28,Not Fraud
2313,13,Fraud
2669,19,Not Fraud
920,27,Fraud
972,10,Not Fraud
5614,6,Fraud
6813,12,Not Fraud
867,8,Fraud
667,5,Not Fraud
2633,22,Fraud
4424,3,Not Fraud
1184,2,Fraud
817,18,Not Fraud
1683,12,Fraud
4211,30,Not Fraud
2264,3,Fraud
3155,8,Not Fraud
2221,14,Fraud
1426,17,Not Fraud
808,4,Fraud
2152,9,Not Fraud
4864,27,Fraud
4396,24,Not Fraud
691,27,Fraud
5704,18,Not Fraud
1084,12,Fraud
2985,14,Not Fraud
4129,27,Fraud
6828,6,Not Fraud
2222,23,Fraud
6754,8,Not Fraud
2116,3,Fraud
3188,20,Not Fraud
494,15,Fraud
3962,23,Not Fraud
3262,11,Fraud
5304,29,Not Fraud
3803,30,Fraud
4253,24,Not Fraud
5387,24,Fraud
6867,27,Not Fraud
6513,7,Fraud
2932,3,Not Fraud
3473,27,Fraud
1643,18,Not Fraud
2365,27,Fraud
6510,6,Not Fraud
6164,28,Fraud
4133,5,Not Fraud
5095,22,Fraud
5830,19,Not Fraud
925,3,Fraud
3888,13,Not Fraud
6448,7,Fraud
5193,16,Not Fraud
6008,27,Fraud
2790,22,Not Fraud
1030,24,Fraud
4606,15,Not Fraud
6355,23,Fraud
4546,6,Not Fraud
4017,9,Fraud
1457,19,Not Fraud
5044,19,Fraud
1368,13,Not Fraud
1245,10,Fraud
5915,2,Not Fraud
4662,26,Fraud
6581,23,Not Fraud
5930,23,Fraud
1886,7,Not Fraud
2869,21,Fraud
1328,21,Not Fraud
6213,16,Fraud
2668,5,Not Fraud
3696,7,Fraud
2397,27,Not Fraud
3893,27,Fraud
3086,7,Not Fraud
2017,13,Fraud
4534,23,Not Fraud
5860,17,Fraud
3444,5,Not Fraud
4553,15,Fraud
2100,12,Not Fraud
3192,23,Fraud
2597,7,Not Fraud
3882,12,Fraud
1535,4,Not Fraud
6072,8,Fraud
6462,18,Not Fraud
4468,4,Fraud
290,18,Not Fraud
6593,12,Fraud
1899,1,Not Fraud
4900,13,Fraud
5267,15,Not Fraud
4121,25,Fraud
4351,27,Not Fraud
3637,8,Fraud
5421,22,Not Fraud
2691,26,Fraud
2277,1,Not Fraud
1834,17,Fraud
2647,30,Not Fraud
5988,13,Fraud
2336,9,Not Fraud
259,27,Fraud
4306,13,Not Fraud
6132,14,Fraud
4966,11,Not Fraud
3882,6,Fraud
1264,2,Not Fraud
5472,29,Fraud
1529,13,Not Fraud
1690,30,Fraud
2204,8,Not Fraud
2196,2,Fraud
2039,13,Not Fraud
421,23,Fraud
2687,5,Not Fraud
1898,22,Fraud
6172,20,Not Fraud
2196,8,Fraud
6131,26,Not Fraud
3464,19,Fraud
1314,6,Not Fraud
2767,30,Fraud
6970,2,Not Fraud
2915,20,Fraud
3066,25,Not Fraud
3658,1,Fraud
405,2,Not Fraud
355,14,Fraud
2338,7,Not Fraud
6432,12,Fraud
4037,8,Not Fraud
6584,2,Fraud
2500,16,Not Fraud
3160,26,Fraud
3662,25,Not Fraud
974,29,Fraud
5526,26,Not Fraud
2683,28,Fraud
4945,19,Not Fraud
5138,13,Fraud
6856,27,Not Fraud
207,4,Fraud
2166,16,Not Fraud
5048,4,Fraud
4380,30,Not Fraud
3336,24,Fraud
5228,21,Not Fraud
3063,15,Fraud
4473,19,Not Fraud
1724,19,Fraud
287,4,Not Fraud
5327,10,Fraud
6993,17,Not Fraud
1991,25,Fraud
755,5,Not Fraud
642,6,Fraud
684,4,Not Fraud
6963,5,Fraud
5196,24,Not Fraud
6412,27,Fraud
3849,22,Not Fraud
2898,15,Fraud
4613,19,Not Fraud
5694,14,Fraud
3877,21,Not Fraud
5120,28,Fraud
6723,1,Not Fraud
3669,18,Fraud
6881,3,Not Fraud
3826,18,Fraud
4133,4,Not Fraud
3153,21,Fraud
4437,17,Not Fraud
6786,10,Fraud
875,1,Not Fraud
6387,8,Fraud
5253,1,Not Fraud
6788,15,Fraud
5800,30,Not Fraud
3796,1,Fraud
4525,5,Not Fraud
3812,26,Fraud
1283,24,Not Fraud
4691,6,Fraud
1719,18,Not Fraud
3402,3,Fraud
4789,25,Not Fraud
5672,29,Fraud
3928,18,Not Fraud
2768,21,Fraud
2434,2,Not Fraud
6547,16,Fraud
3665,15,Not Fraud
2438,15,Fraud
3291,21,Not Fraud
5952,27,Fraud
2864,12,Not Fraud
6362,24,Fraud
6415,7,Not Fraud
676,12,Fraud
5035,25,Not Fraud
794,4,Fraud
5194,30,Not Fraud
4751,4,Fraud
6301,7,Not Fraud
5722,18,Fraud
1714,2,Not Fraud
4563,6,Fraud
6473,2,Not Fraud
5924,19,Fraud
342,14,Not Fraud
3950,29,Fraud
2440,15,Not Fraud
5197,28,Fraud
6994,18,Not Fraud
3284,6,Fraud
2435,2,Not Fraud
6808,16,Fraud
2896,16,Not Fraud
6869,9,Fraud
3944,27,Not Fraud
6509,25,Fraud
3754,4,Not Fraud
839,22,Fraud
6399,3,Not Fraud
550,4,Fraud
680,13,Not Fraud
1909,19,Fraud
6415,7,Not Fraud
3033,20,Fraud
6121,29,Not Fraud
4644,15,Fraud
2183,8,Not Fraud
3949,30,Fraud
1692,20,Not Fraud
1362,10,Fraud
1341,21,Not Fraud
6660,30,Fraud
5384,26,Not Fraud
1446,2,Fraud
4331,24,Not Fraud
428,28,Fraud
1063,3,Not Fraud
701,12,Fraud
5133,2,Not Fraud
3805,23,Fraud
405,9,Not Fraud
2341,23,Fraud
6322,27,Not Fraud
6850,6,Fraud
1285,19,Not Fraud
1840,29,Fraud
400,19,Not Fraud
2419,2,Fraud
201,20,Not Fraud
2197,9,Fraud
5474,14,Not Fraud
6775,5,Fraud
1282,14,Not Fraud
4012,26,Fraud
5049,13,Not Fraud
6086,17,Fraud
5777,8,Not Fraud
2587,9,Fraud
4169,29,Not Fraud
5096,14,Fraud
1985,16,Not Fraud
6305,10,Fraud
2788,4,Not Fraud
613,6,Fraud
1951,17,Not Fraud
2798,18,Fraud
1478,10,Not Fraud
6339,21,Fraud
2189,17,Not Fraud
2296,30,Fraud
5482,23,Not Fraud
665,30,Fraud
5596,17,Not Fraud
3031,5,Fraud
967,20,Not Fraud
3002,9,Fraud
3588,8,Not Fraud
6698,10,Fraud
2432,22,Not Fraud
2974,11,Fraud
4517,16,Not Fraud
4779,20,Fraud
4362,7,Not Fraud
3828,29,Fraud
5452,11,Not Fraud
682,6,Fraud
5809,10,Not Fraud
4505,1,Fraud
4648,9,Not Fraud
2139,4,Fraud
431,8,Not Fraud
5174,10,Fraud
3301,21,Not Fraud
2918,6,Fraud
746,12,Not Fraud
4504,12,Fraud
2023,18,Not Fraud
1159,15,Fraud
4258,21,Not Fraud
4021,17,Fraud
6646,6,Not Fraud
3030,8,Fraud
2906,8,Not Fraud
6150,24,Fraud
2127,13,Not Fraud
261,6,Fraud
5959,9,Not Fraud
2856,28,Fraud
6073,7,Not Fraud
4548,19,Fraud
3368,11,Not Fraud
4619,26,Fraud
6540,9,Not Fraud
2233,15,Fraud
4073,7,Not Fraud
1975,18,Fraud
4260,5,Not Fraud
5154,18,Fraud
989,21,Not Fraud
399,2,Fraud
3712,9,Not Fraud
4772,3,Fraud
803,29,Not Fraud
6952,15,Fraud
2827,25,Not Fraud
4505,27,Fraud
5406,8,Not Fraud
4771,1,Fraud
1373,22,Not Fraud
6680,8,Fraud
5251,21,Not Fraud
1685,6,Fraud
5026,2,Not Fraud
3138,21,Fraud
507,24,Not Fraud
1471,23,Fraud
6239,16,Not Fraud
6042,18,Fraud
2010,2,Not Fraud
1855,18,Fraud
5322,26,Not Fraud
6584,24,Fraud
1132,20,Not Fraud
3147,7,Fraud
5995,4,Not Fraud
4824,5,Fraud
227,4,Not Fraud
800,24,Fraud
5125,18,Not Fraud
4775,21,Fraud
5342,27,Not Fraud
5628,19,Fraud
2189,4,Not Fraud
4150,5,Fraud
3702,18,Not Fraud
297,21,Fraud
3602,29,Not Fraud
4956,28,Fraud
5834,1,Not Fraud
4535,28,Fraud
6672,19,Not Fraud
1242,19,Fraud
6038,14,Not Fraud
754,4,Fraud
4765,29,Not Fraud
3097,7,Fraud
1415,6,Not Fraud
2632,20,Fraud
3696,20,Not Fraud
1977,12,Fraud
5040,1,Not Fraud
5386,9,Fraud
5761,18,Not Fraud
3884,10,Fraud
5982,24,Not Fraud
3613,20,Fraud
4380,6,Not Fraud
3018,2,Fraud
4175,9,Not Fraud
5480,11,Fraud
487,12,Not Fraud
6346,20,Fraud
4674,17,Not Fraud
3371,8,Fraud
1381,27,Not Fraud
3567,28,Fraud
3282,30,Not Fraud
6063,30,Fraud
3352,26,Not Fraud
6283,21,Fraud
3542,30,Not Fraud
6954,26,Fraud
5214,6,Not Fraud
1493,13,Fraud
2860,16,Not Fraud
1193,9,Fraud
5042,30,Not Fraud
2658,13,Fraud
738,27,Not Fraud
6733,26,Fraud
996,14,Not Fraud
4357,17,Fraud
706,22,Not Fraud
6130,16,Fraud
6712,20,Not Fraud
3354,11,Fraud
6543,5,Not Fraud
753,3,Fraud
1153,7,Not Fraud
1781,23,Fraud
3332,22,Not Fraud
3622,25,Fraud
1781,15,Not Fraud
953,22,Fraud
3625,10,Not Fraud
3190,22,Fraud
1656,19,Not Fraud
1689,16,Fraud
2442,24,Not Fraud
5210,21,Fraud
6437,30,Not Fraud
2018,13,Fraud
5453,16,Not Fraud
1176,22,Fraud
6560,18,Not Fraud
3278,21,Fraud
3040,13,Not Fraud
2209,24,Fraud
4423,14,Not Fraud
3384,9,Fraud
519,30,Not Fraud
4742,8,Fraud
2541,2,Not Fraud
2352,20,Fraud
2407,21,Not Fraud
4033,5,Fraud
5631,8,Not Fraud
786,23,Fraud
3208,14,Not Fraud
3481,27,Fraud
892,25,Not Fraud
5976,22,Fraud
223,16,Not Fraud
1217,17,Fraud
5842,9,Not Fraud
2739,7,Fraud
2040,9,Not Fraud
4727,23,Fraud
6428,3,Not Fraud
1518,9,Fraud
4346,6,Not Fraud
1732,3,Fraud
5782,13,Not Fraud
1759,21,Fraud
960,27,Not Fraud
2937,8,Fraud
439,19,Not Fraud
1639,2,Fraud
3485,14,Not Fraud
6246,23,Fraud
6227,18,Not Fraud
4515,6,Fraud
3711,8,Not Fraud
6636,27,Fraud
5392,28,Not Fraud
1264,10,Fraud
4242,9,Not Fraud
3819,28,Fraud
5632,29,Not Fraud
1005,21,Fraud
6637,28,Not Fraud
1583,17,Fraud
4616,15,Not Fraud
2515,24,Fraud
6941,10,Not Fraud
6849,20,Fraud
920,23,Not Fraud
